"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Database","Direction"
"Cellular Response To Lipid (GO:0071396)","1/228",0.223045298701718,0.252138163749768,0,0,4.14327669393749,6.21649112247523,"MEF2C","GO_Biological_Process_2023","Negative"
"Negative Regulation Of Multicellular Organismal Process (GO:0051241)","1/231",0.225636057814897,0.253287873763165,0,0,4.08861283643892,6.0872573868675,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)","1/232",0.226497810192061,0.253287873763165,0,0,4.07070707070707,6.04508142282018,"LTBR","GO_Biological_Process_2023","Negative"
"Inflammatory Response (GO:0006954)","1/236",0.229935674346955,0.255757327615864,0,0,4.00060790273556,5.88071633379523,"SERPINA3","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Cell Differentiation (GO:0045597)","1/283",0.269253514023231,0.297897504876766,0,0,3.32590341100979,4.36392422430334,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of MAPK Cascade (GO:0043410)","1/310",0.290965893824686,0.320216433415527,0,0,3.03112960394514,3.74207869442587,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Cytokine Production (GO:0001819)","1/320",0.298850130082753,0.32716224766954,0,0,2.9346171070309,3.54446889272257,"ZNF580","GO_Biological_Process_2023","Negative"
"Proteolysis (GO:0006508)","1/330",0.306650638648601,0.333944150989053,0,0,2.84397163120567,3.3617057579006,"MMEL1","GO_Biological_Process_2023","Negative"
"Negative Regulation Of Gene Expression (GO:0010629)","1/336",0.311291107292447,0.33723203290015,0,0,2.79218194740583,3.25855107459106,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Gene Expression (GO:0010468)","2/1127",0.354154649141509,0.381243213659603,0,0,1.67582222222222,1.73953966319177,"MEF2C;ZNF580","GO_Biological_Process_2023","Negative"
"Regulation Of DNA-templated Transcription (GO:0006355)","3/1922",0.355582612740206,0.381243213659603,0,0,1.48588903211651,1.53640580019853,"MEF2C;ZNF580;MKX","GO_Biological_Process_2023","Negative"
"Cellular Response To Oxygen-Containing Compound (GO:1901701)","1/406",0.363285492136826,0.387504524945948,0,0,2.30135214579659,2.33027156769494,"MEF2C","GO_Biological_Process_2023","Negative"
"Nervous System Development (GO:0007399)","1/433",0.382321042600953,0.40572845337244,0,0,2.15454144620811,2.07157996100355,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Transcription By RNA Polymerase II (GO:0006357)","3/2028",0.388708180823401,0.410412698534353,0,0,1.3998440545809,1.32274959566501,"MEF2C;ZNF580;MKX","GO_Biological_Process_2023","Negative"
"Regulation Of Nucleic Acid-Templated Transcription (GO:1903506)","1/452",0.395389460699234,0.415358625381013,0,0,2.06176750079189,1.91308112391463,"MEF2C","GO_Biological_Process_2023","Negative"
"Negative Regulation Of Apoptotic Process (GO:0043066)","1/482",0.415487936487312,0.434278848187743,0,0,1.93020493020493,1.69530226929483,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Intracellular Signal Transduction (GO:1902533)","1/525",0.443186801753741,0.46091427382389,0,0,1.76790258087968,1.43865534045688,"LTBR","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)","1/557",0.462981948722699,0.479105698180703,0,0,1.6634121274409,1.28093914154102,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Cellular Process (GO:0048522)","1/594",0.4850327659838,0.499439679824903,0,0,1.55665301533767,1.12629890391961,"BTC","GO_Biological_Process_2023","Negative"
"Regulation Of Apoptotic Process (GO:0042981)","1/705",0.546118382909734,0.559569574607018,0,0,1.30370670995671,0.788637621854003,"MEF2C","GO_Biological_Process_2023","Negative"
"Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)","1/763",0.575220696715498,0.585115640489644,0,0,1.20084989376328,0.664071782258913,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Cell Population Proliferation (GO:0042127)","1/766",0.576676472597966,0.585115640489644,0,0,1.19595393713041,0.658341399047878,"BTC","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)","1/938",0.652623561047774,0.658959712125908,0,0,0.967677999695076,0.412961223601128,"MEF2C","GO_Biological_Process_2023","Negative"
"Negative Regulation Of DNA-templated Transcription (GO:0045892)","1/1025",0.685898937360573,0.689212458797097,0,0,0.881417410714286,0.332316384943559,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of DNA-templated Transcription (GO:0045893)","1/1243",0.756441372961791,0.756441372961791,0,0,0.718349819799095,0.200513162269481,"MEF2C","GO_Biological_Process_2023","Negative"
"Platelet Alpha Granule Lumen (GO:0031093)","1/66",0.0701742022596554,0.220515464422319,0,0,14.5882783882784,38.7577663807685,"SERPINA3","GO_Cellular_Component_2023","Negative"
"Clathrin-Coated Endocytic Vesicle Membrane (GO:0030669)","1/68",0.0722255067202059,0.220515464422319,0,0,14.1513859275053,37.1893047025389,"BTC","GO_Cellular_Component_2023","Negative"
"Clathrin-Coated Endocytic Vesicle (GO:0045334)","1/85",0.0894880427418255,0.220515464422319,0,0,11.2777777777778,27.2206113025093,"BTC","GO_Cellular_Component_2023","Negative"
"Azurophil Granule Lumen (GO:0035578)","1/89",0.0935050277472242,0.220515464422319,0,0,10.762987012987,25.5054816130164,"SERPINA3","GO_Cellular_Component_2023","Negative"
"Platelet Alpha Granule (GO:0031091)","1/89",0.0935050277472242,0.220515464422319,0,0,10.762987012987,25.5054816130164,"SERPINA3","GO_Cellular_Component_2023","Negative"
"Clathrin-Coated Vesicle Membrane (GO:0030665)","1/90",0.0945066276095652,0.220515464422319,0,0,10.64151952916,25.1042524346405,"BTC","GO_Cellular_Component_2023","Negative"
"Cytoplasmic Vesicle Lumen (GO:0060205)","1/115",0.119206030530839,0.228175157111376,0,0,8.29741019214703,17.6477777842792,"SERPINA3","GO_Cellular_Component_2023","Negative"
"Azurophil Granule (GO:0042582)","1/155",0.157392425052854,0.228175157111376,0,0,6.12987012987013,11.3342099851741,"SERPINA3","GO_Cellular_Component_2023","Negative"
"Endocytic Vesicle Membrane (GO:0030666)","1/159",0.161122923190507,0.228175157111376,0,0,5.97347799879445,10.9051080040461,"BTC","GO_Cellular_Component_2023","Negative"
"Vacuolar Lumen (GO:0005775)","1/161",0.162982255079554,0.228175157111376,0,0,5.89821428571429,10.7000328078065,"SERPINA3","GO_Cellular_Component_2023","Negative"
"Secretory Granule Lumen (GO:0034774)","1/316",0.295706530651926,0.37635376628427,0,0,2.97248677248677,3.62164152107942,"SERPINA3","GO_Cellular_Component_2023","Negative"
"Collagen-Containing Extracellular Matrix (GO:0062023)","1/373",0.339258862293685,0.395802006009299,0,0,2.50972862263185,2.7129962053839,"SERPINA3","GO_Cellular_Component_2023","Negative"
"Nucleus (GO:0005634)","6/4487",0.370239302048446,0.398719248359865,0,0,1.29689243472439,1.28859974151131,"SERPINA3;MEF2C;ZNF580;PTTG1;FAM172A;MKX","GO_Cellular_Component_2023","Negative"
"Intracellular Membrane-Bounded Organelle (GO:0043231)","6/5175",0.521313501795115,0.521313501795115,0,0,1.0743615786419,0.699843093824521,"SERPINA3;MEF2C;ZNF580;PTTG1;FAM172A;MKX","GO_Cellular_Component_2023","Negative"
"Minor Groove Of Adenine-Thymine-Rich DNA Binding (GO:0003680)","1/6",0.00658261714792867,0.0971168553293115,0,0,190.219047619048,955.531692191046,"MEF2C","GO_Molecular_Function_2023","Negative"
"Endopeptidase Inhibitor Activity (GO:0004866)","2/112",0.00667310871737193,0.0971168553293115,0,0,18.0618181818182,90.4837388122706,"SERPINA3;PTTG1","GO_Molecular_Function_2023","Negative"
"siRNA Binding (GO:0035197)","1/9",0.00985841272611761,0.0971168553293115,0,0,118.869047619048,549.107257058779,"FAM172A","GO_Molecular_Function_2023","Negative"
"Complement Component C3b Binding (GO:0001851)","1/10",0.0109480522580433,0.0971168553293115,0,0,105.656084656085,476.99429568907,"CFHR3","GO_Molecular_Function_2023","Negative"
"Transmembrane Receptor Protein Tyrosine Kinase Activator Activity (GO:0030297)","1/12",0.0131238993688259,0.0971168553293115,0,0,86.4372294372294,374.560203730456,"BTC","GO_Molecular_Function_2023","Negative"
"Cysteine-Type Endopeptidase Inhibitor Activity (GO:0004869)","1/22",0.0239347858131651,0.139945889908459,0,0,45.2539682539683,168.906925020169,"PTTG1","GO_Molecular_Function_2023","Negative"
"Epidermal Growth Factor Receptor Binding (GO:0005154)","1/25",0.0271559477765974,0.139945889908459,0,0,39.5912698412698,142.77242140899,"BTC","GO_Molecular_Function_2023","Negative"
"Protein Tyrosine Kinase Activator Activity (GO:0030296)","1/29",0.0314350501114811,0.139945889908459,0,0,33.9285714285714,117.387149102405,"BTC","GO_Molecular_Function_2023","Negative"
"DNA Secondary Structure Binding (GO:0000217)","1/33",0.0356961836698558,0.139945889908459,0,0,29.6815476190476,98.9200349665424,"MEF2C","GO_Molecular_Function_2023","Negative"
"Regulatory RNA Binding (GO:0061980)","1/42",0.0452184067076381,0.139945889908459,0,0,23.1556329849013,71.6956528733024,"FAM172A","GO_Molecular_Function_2023","Negative"
"CCR Chemokine Receptor Binding (GO:0048020)","1/44",0.0473222337759817,0.139945889908459,0,0,22.0764119601329,67.3501664756117,"CCL27","GO_Molecular_Function_2023","Negative"
"Chemokine Activity (GO:0008009)","1/46",0.0494216355431909,0.139945889908459,0,0,21.0931216931217,63.4347577737382,"CCL27","GO_Molecular_Function_2023","Negative"
"Chemokine Receptor Binding (GO:0042379)","1/50",0.0536071985992548,0.139945889908459,0,0,19.3673469387755,56.6702499978695,"CCL27","GO_Molecular_Function_2023","Negative"
"DNA-binding Transcription Activator Activity, RNA Polymerase II-specific (GO:0001228)","2/348",0.0554752731849901,0.139945889908459,0,0,5.67398843930636,16.4081412520712,"MEF2C;ZNF580","GO_Molecular_Function_2023","Negative"
"Serine-Type Endopeptidase Inhibitor Activity (GO:0004867)","1/53",0.056734820233159,0.139945889908459,0,0,18.2472527472527,52.3580674880807,"SERPINA3","GO_Molecular_Function_2023","Negative"
"Amyloid-Beta Binding (GO:0001540)","1/79",0.083430691540319,0.192933474186988,0,0,12.1489621489621,30.1748515026569,"ITM2A","GO_Molecular_Function_2023","Negative"
"Growth Factor Receptor Binding (GO:0070851)","1/96",0.100494079072936,0.205359221202297,0,0,9.96641604010025,22.8994002764751,"BTC","GO_Molecular_Function_2023","Negative"
"Histone Deacetylase Binding (GO:0042826)","1/99",0.103473614552829,0.205359221202297,0,0,9.65986394557823,21.9128085408191,"MEF2C","GO_Molecular_Function_2023","Negative"
"Metalloendopeptidase Activity (GO:0004222)","1/101",0.10545473521199,0.205359221202297,0,0,9.46571428571429,21.2928731438219,"MMEL1","GO_Molecular_Function_2023","Negative"
"Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000987)","3/1098",0.11708749422104,0.215170713823357,0,0,2.72285508291276,5.8400716410247,"MEF2C;ZNF580;MKX","GO_Molecular_Function_2023","Negative"
"RNA Polymerase II Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000978)","3/1122",0.122859389035781,0.215170713823357,0,0,2.6610695639904,5.57950382184762,"MEF2C;ZNF580;MKX","GO_Molecular_Function_2023","Negative"
"Metallopeptidase Activity (GO:0008237)","1/124",0.127939343354428,0.215170713823357,0,0,7.68679829655439,15.8055870276335,"MMEL1","GO_Molecular_Function_2023","Negative"
"RNA Polymerase II Transcription Regulatory Region Sequence-Specific DNA Binding (GO:0000977)","3/1225",0.148820446940247,0.239406805947353,0,0,2.42346455336377,4.61673572944629,"MEF2C;ZNF580;MKX","GO_Molecular_Function_2023","Negative"
"Double-Stranded DNA Binding (GO:0003690)","2/650",0.159267901629789,0.245538015012591,0,0,2.98302469135802,5.48031624951298,"MEF2C;ZNF580","GO_Molecular_Function_2023","Negative"
"Cytokine Activity (GO:0005125)","1/178",0.178628531097526,0.250416592625855,0,0,5.32714554748453,9.17572519939969,"CCL27","GO_Molecular_Function_2023","Negative"
"Sequence-Specific Double-Stranded DNA Binding (GO:1990837)","2/715",0.184857485844038,0.250416592625855,0,0,2.70196353436185,4.56137404341358,"MEF2C;ZNF580","GO_Molecular_Function_2023","Negative"
"Sequence-Specific DNA Binding (GO:0043565)","2/717",0.185655619453689,0.250416592625855,0,0,2.69412587412587,4.53653572396249,"MEF2C;ZNF580","GO_Molecular_Function_2023","Negative"
"Protein Heterodimerization Activity (GO:0046982)","1/190",0.18950444847362,0.250416592625855,0,0,4.98589065255732,8.29324521850334,"MEF2C","GO_Molecular_Function_2023","Negative"
"Transcription Regulatory Region Nucleic Acid Binding (GO:0001067)","1/224",0.21957808040349,0.275089201732119,0,0,4.21844971172325,6.39536967674684,"MEF2C","GO_Molecular_Function_2023","Negative"
"RNA Polymerase II-specific DNA-binding Transcription Factor Binding (GO:0061629)","1/228",0.223045298701718,0.275089201732119,0,0,4.14327669393749,6.21649112247523,"MEF2C","GO_Molecular_Function_2023","Negative"
"Ubiquitin Protein Ligase Binding (GO:0031625)","1/271",0.25940116540905,0.307360848131623,0,0,3.47583774250441,4.69022424511237,"LTBR","GO_Molecular_Function_2023","Negative"
"DNA-binding Transcription Factor Binding (GO:0140297)","1/282",0.268437287409782,0.307360848131623,0,0,3.33790882901203,4.38981060390759,"MEF2C","GO_Molecular_Function_2023","Negative"
"Ubiquitin-Like Protein Ligase Binding (GO:0044389)","1/289",0.27413264833361,0.307360848131623,0,0,3.25562169312169,4.21324058390743,"LTBR","GO_Molecular_Function_2023","Negative"
"Receptor Ligand Activity (GO:0048018)","1/319",0.298065488252041,0.32436538427428,0,0,2.94399520814615,3.56353561668066,"BTC","GO_Molecular_Function_2023","Negative"
"Endopeptidase Activity (GO:0004175)","1/335",0.310519760124492,0.32826374641732,0,0,2.80068434559453,3.27542201930472,"MMEL1","GO_Molecular_Function_2023","Negative"
"Transcription Cis-Regulatory Region Binding (GO:0000976)","1/474",0.410191607605439,0.421585818927812,0,0,1.96365649854022,1.74987496875173,"MEF2C","GO_Molecular_Function_2023","Negative"
"DNA Binding (GO:0003677)","1/846",0.613786105635739,0.613786105635739,0,0,1.07821921668076,0.526288259616526,"SERPINA3","GO_Molecular_Function_2023","Negative"
"Viral protein interaction with cytokine and cytokine receptor","2/100",0.00535649695773258,0.101773442196919,0,0,20.2857142857143,106.083028567318,"LTBR;CCL27","KEGG_2021_Human","Negative"
"Human T-cell leukemia virus 1 infection","2/219",0.0238747443723481,0.20799368490146,0,0,9.10645161290323,34.0119966552988,"PTTG1;LTBR","KEGG_2021_Human","Negative"
"Cytokine-cytokine receptor interaction","2/295",0.0412542174239703,0.20799368490146,0,0,6.71843003412969,21.418367921063,"LTBR;CCL27","KEGG_2021_Human","Negative"
"Intestinal immune network for IgA production","1/48",0.0515166208717867,0.20799368490146,0,0,20.193515704154,59.8909544637728,"LTBR","KEGG_2021_Human","Negative"
"Complement and coagulation cascades","1/85",0.0894880427418255,0.20799368490146,0,0,11.2777777777778,27.2206113025093,"CFHR3","KEGG_2021_Human","Negative"
"ErbB signaling pathway","1/85",0.0894880427418255,0.20799368490146,0,0,11.2777777777778,27.2206113025093,"BTC","KEGG_2021_Human","Negative"
"NF-kappa B signaling pathway","1/104",0.108418582791051,0.20799368490146,0,0,9.18862690707351,20.4148849107956,"LTBR","KEGG_2021_Human","Negative"
"Parathyroid hormone synthesis, secretion and action","1/106",0.110389271134368,0.20799368490146,0,0,9.01269841269841,19.8616650141474,"MEF2C","KEGG_2021_Human","Negative"
"HIF-1 signaling pathway","1/109",0.113337509489395,0.20799368490146,0,0,8.7610229276896,19.0761208035119,"LTBR","KEGG_2021_Human","Negative"
"Cell cycle","1/124",0.127939343354428,0.20799368490146,0,0,7.68679829655439,15.8055870276335,"PTTG1","KEGG_2021_Human","Negative"
"Oocyte meiosis","1/129",0.132755403855521,0.20799368490146,0,0,7.38467261904762,14.9114773871572,"PTTG1","KEGG_2021_Human","Negative"
"Apelin signaling pathway","1/137",0.140408333001057,0.20799368490146,0,0,6.94747899159664,13.6392937943816,"MEF2C","KEGG_2021_Human","Negative"
"Fluid shear stress and atherosclerosis","1/139",0.142311468616788,0.20799368490146,0,0,6.84610075914424,13.3480972052265,"MEF2C","KEGG_2021_Human","Negative"
"Oxytocin signaling pathway","1/154",0.156457329195981,0.212305500391768,0,0,6.17024587612823,11.4456331054925,"MEF2C","KEGG_2021_Human","Negative"
"cGMP-PKG signaling pathway","1/167",0.168536677343455,0.212305500391768,0,0,5.68330464716007,10.1197029574316,"MEF2C","KEGG_2021_Human","Negative"
"Transcriptional misregulation in cancer","1/192",0.191303683768377,0.212305500391768,0,0,4.93318374470207,8.15895878441513,"MEF2C","KEGG_2021_Human","Negative"
"Chemokine signaling pathway","1/192",0.191303683768377,0.212305500391768,0,0,4.93318374470207,8.15895878441513,"CCL27","KEGG_2021_Human","Negative"
"Viral carcinogenesis","1/203",0.201131526686938,0.212305500391768,0,0,4.66195190947666,7.47682086561428,"LTBR","KEGG_2021_Human","Negative"
"MAPK signaling pathway","1/294",0.278174823837977,0.278174823837977,0,0,3.19925239720462,4.09346103880339,"MEF2C","KEGG_2021_Human","Negative"
"MECP2 Regulates Transcription Factors R-HSA-9022707","1/5",0.00548838944332051,0.143926523215966,0,0,237.785714285714,1237.70327900363,"MEF2C","Reactome_2022","Negative"
"Inhibition Of Signaling By Overexpressed EGFR R-HSA-5638303","1/8",0.0087676277457428,0.143926523215966,0,0,135.857142857143,643.513034914984,"BTC","Reactome_2022","Negative"
"EGFR Interacts With Phospholipase C-gamma R-HSA-212718","1/9",0.00985841272611761,0.143926523215966,0,0,118.869047619048,549.107257058779,"BTC","Reactome_2022","Negative"
"PI3K Events In ERBB4 Signaling R-HSA-1250342","1/10",0.0109480522580433,0.143926523215966,0,0,105.656084656085,476.99429568907,"BTC","Reactome_2022","Negative"
"GRB2 Events In EGFR Signaling R-HSA-179812","1/12",0.0131238993688259,0.143926523215966,0,0,86.4372294372294,374.560203730456,"BTC","Reactome_2022","Negative"
"SHC1 Events In EGFR Signaling R-HSA-180336","1/13",0.0142101091631312,0.143926523215966,0,0,79.2301587301587,337.029380313891,"BTC","Reactome_2022","Negative"
"SHC1 Events In ERBB4 Signaling R-HSA-1250347","1/13",0.0142101091631312,0.143926523215966,0,0,79.2301587301587,337.029380313891,"BTC","Reactome_2022","Negative"
"ERBB2 Activates PTK6 Signaling R-HSA-8847993","1/13",0.0142101091631312,0.143926523215966,0,0,79.2301587301587,337.029380313891,"BTC","Reactome_2022","Negative"
"GRB2 Events In ERBB2 Signaling R-HSA-1963640","1/15",0.0163791067947741,0.143926523215966,0,0,67.9047619047619,279.207318677518,"BTC","Reactome_2022","Negative"
"ERBB2 Regulates Cell Motility R-HSA-6785631","1/15",0.0163791067947741,0.143926523215966,0,0,67.9047619047619,279.207318677518,"BTC","Reactome_2022","Negative"
"PI3K Events In ERBB2 Signaling R-HSA-1963642","1/16",0.0174618968734111,0.143926523215966,0,0,63.3746031746032,256.523541924451,"BTC","Reactome_2022","Negative"
"GAB1 Signalosome R-HSA-180292","1/17",0.0185435492893687,0.143926523215966,0,0,59.4107142857143,236.908142520545,"BTC","Reactome_2022","Negative"
"TNF Receptor Superfamily (TNFSF) Members Mediating Non-Canonical NF-kB Pathway R-HSA-5676594","1/17",0.0185435492893687,0.143926523215966,0,0,59.4107142857143,236.908142520545,"LTBR","Reactome_2022","Negative"
"SHC1 Events In ERBB2 Signaling R-HSA-1250196","1/21",0.0228588048336812,0.143926523215966,0,0,47.5190476190476,179.546867822623,"BTC","Reactome_2022","Negative"
"Signaling By ERBB2 TMD/JMD Mutants R-HSA-9665686","1/21",0.0228588048336812,0.143926523215966,0,0,47.5190476190476,179.546867822623,"BTC","Reactome_2022","Negative"
"ERK/MAPK Targets R-HSA-198753","1/22",0.0239347858131651,0.143926523215966,0,0,45.2539682539683,168.906925020169,"MEF2C","Reactome_2022","Negative"
"Signaling By EGFR In Cancer R-HSA-1643713","1/24",0.0260833561592032,0.143926523215966,0,0,41.3146997929607,150.652311922366,"BTC","Reactome_2022","Negative"
"Signaling By ERBB2 KD Mutants R-HSA-9664565","1/24",0.0260833561592032,0.143926523215966,0,0,41.3146997929607,150.652311922366,"BTC","Reactome_2022","Negative"
"Estrogen-dependent Nuclear Events Downstream Of ESR-membrane Signaling R-HSA-9634638","1/24",0.0260833561592032,0.143926523215966,0,0,41.3146997929607,150.652311922366,"BTC","Reactome_2022","Negative"
"Signaling By ERBB2 In Cancer R-HSA-1227990","1/25",0.0271559477765974,0.143926523215966,0,0,39.5912698412698,142.77242140899,"BTC","Reactome_2022","Negative"
"Myogenesis R-HSA-525793","1/29",0.0314350501114811,0.146842143135767,0,0,33.9285714285714,117.387149102405,"MEF2C","Reactome_2022","Negative"
"Downregulation Of ERBB2 Signaling R-HSA-8863795","1/29",0.0314350501114811,0.146842143135767,0,0,33.9285714285714,117.387149102405,"BTC","Reactome_2022","Negative"
"MAPK Targets/ Nuclear Events Mediated By MAP Kinases R-HSA-450282","1/30",0.0325020152689228,0.146842143135767,0,0,32.7569786535304,112.240253782494,"MEF2C","Reactome_2022","Negative"
"EGFR Downregulation R-HSA-182971","1/31",0.0335678584979563,0.146842143135767,0,0,31.6634920634921,107.471789773985,"BTC","Reactome_2022","Negative"
"Nuclear Signaling By ERBB4 R-HSA-1251985","1/32",0.034632580928247,0.146842143135767,0,0,30.6405529953917,103.042966194082,"BTC","Reactome_2022","Negative"
"Regulation Of Complement Cascade R-HSA-977606","1/45",0.0483724872635307,0.189248957419653,0,0,21.5735930735931,65.3426180176818,"CFHR3","Reactome_2022","Negative"
"Heme Signaling R-HSA-9707616","1/45",0.0483724872635307,0.189248957419653,0,0,21.5735930735931,65.3426180176818,"MEF2C","Reactome_2022","Negative"
"Signaling By EGFR R-HSA-177929","1/49",0.0525624601312182,0.189248957419653,0,0,19.7718253968254,58.2429159504467,"BTC","Reactome_2022","Negative"
"Signaling By ERBB2 R-HSA-1227986","1/49",0.0525624601312182,0.189248957419653,0,0,19.7718253968254,58.2429159504467,"BTC","Reactome_2022","Negative"
"Transcriptional Activation Of Mitochondrial Biogenesis R-HSA-2151201","1/52",0.0556933775463979,0.189248957419653,0,0,18.6059757236228,53.732086291887,"MEF2C","Reactome_2022","Negative"
"Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927","1/52",0.0556933775463979,0.189248957419653,0,0,18.6059757236228,53.732086291887,"BTC","Reactome_2022","Negative"
"Complement Cascade R-HSA-166658","1/55",0.0588144175257853,0.189248957419653,0,0,17.5696649029982,49.7813308418975,"CFHR3","Reactome_2022","Negative"
"Chemokine Receptors Bind Chemokines R-HSA-380108","1/56",0.0598525743301971,0.189248957419653,0,0,17.2493506493506,48.5719434139061,"CCL27","Reactome_2022","Negative"
"Signaling By ERBB4 R-HSA-1236394","1/57",0.0608896380354621,0.189248957419653,0,0,16.9404761904762,47.4111796956927,"BTC","Reactome_2022","Negative"
"Transcriptional Regulation By MECP2 R-HSA-8986944","1/60",0.0639942814878953,0.189248957419653,0,0,16.0766747376917,44.1941607277348,"MEF2C","Reactome_2022","Negative"
"Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725","1/61",0.0650269837291302,0.189248957419653,0,0,15.8079365079365,43.2023468856627,"MEF2C","Reactome_2022","Negative"
"MAP Kinase Activation R-HSA-450294","1/62",0.0660585983445958,0.189248957419653,0,0,15.5480093676815,42.2472543776498,"MEF2C","Reactome_2022","Negative"
"APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154","1/67",0.0712003950414228,0.193661060949337,0,0,14.3665223665224,37.9600430278662,"PTTG1","Reactome_2022","Negative"
"Circadian Clock R-HSA-400253","1/69",0.073249538363641,0.193661060949337,0,0,13.9425770308123,36.4442697241987,"MEF2C","Reactome_2022","Negative"
"Interleukin-17 Signaling R-HSA-448424","1/69",0.073249538363641,0.193661060949337,0,0,13.9425770308123,36.4442697241987,"MEF2C","Reactome_2022","Negative"
"APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178","1/73",0.077334886422763,0.193661060949337,0,0,13.1653439153439,33.6981474285834,"PTTG1","Reactome_2022","Negative"
"Extra-nuclear Estrogen Signaling R-HSA-9009391","1/73",0.077334886422763,0.193661060949337,0,0,13.1653439153439,33.6981474285834,"BTC","Reactome_2022","Negative"
"APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409","1/75",0.0793711084262535,0.193661060949337,0,0,12.8082368082368,32.4512158376924,"PTTG1","Reactome_2022","Negative"
"Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814","1/76",0.080387610205385,0.193661060949337,0,0,12.6368253968254,31.856112695806,"PTTG1","Reactome_2022","Negative"
"Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530","1/78",0.0824174006878716,0.194138766064764,0,0,12.3073593073593,30.7186604260223,"BTC","Reactome_2022","Negative"
"APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143","1/87",0.0914986544722914,0.196759064562292,0,0,11.0143964562569,26.3401692642822,"PTTG1","Reactome_2022","Negative"
"Mitochondrial Biogenesis R-HSA-1592230","1/89",0.0935050277472242,0.196759064562292,0,0,10.762987012987,25.5054816130164,"MEF2C","Reactome_2022","Negative"
"MyD88 Cascade Initiated On Plasma Membrane R-HSA-975871","1/96",0.100494079072936,0.196759064562292,0,0,9.96641604010025,22.8994002764751,"MEF2C","Reactome_2022","Negative"
"Signaling By Receptor Tyrosine Kinases R-HSA-9006934","2/496",0.102405675318668,0.196759064562292,0,0,3.94412955465587,8.98793427425421,"BTC;MEF2C","Reactome_2022","Negative"
"Innate Immune System R-HSA-168249","3/1035",0.102478635535507,0.196759064562292,0,0,2.89871481028152,6.60356492229344,"SERPINA3;MEF2C;CFHR3","Reactome_2022","Negative"
"TNFR2 Non-Canonical NF-kB Pathway R-HSA-5668541","1/100",0.104464697819105,0.196759064562292,0,0,9.56180856180856,21.5992275397069,"LTBR","Reactome_2022","Negative"
"TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138","1/101",0.10545473521199,0.196759064562292,0,0,9.46571428571429,21.2928731438219,"MEF2C","Reactome_2022","Negative"
"MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155","1/102",0.106443727819451,0.196759064562292,0,0,9.37152286657237,20.9935120892893,"MEF2C","Reactome_2022","Negative"
"Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164","1/103",0.10743167667167,0.196759064562292,0,0,9.27917833800187,20.7009208037458,"MEF2C","Reactome_2022","Negative"
"Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181","1/103",0.10743167667167,0.196759064562292,0,0,9.27917833800187,20.7009208037458,"MEF2C","Reactome_2022","Negative"
"Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825","1/104",0.108418582791051,0.196759064562292,0,0,9.18862690707351,20.4148849107956,"BTC","Reactome_2022","Negative"
"PI3K/AKT Signaling In Cancer R-HSA-2219528","1/105",0.109404447269235,0.196759064562292,0,0,9.09981684981685,20.1351987620263,"BTC","Reactome_2022","Negative"
"PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558","1/106",0.110389271134368,0.196759064562292,0,0,9.01269841269841,19.8616650141474,"BTC","Reactome_2022","Negative"
"Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138","1/106",0.110389271134368,0.196759064562292,0,0,9.01269841269841,19.8616650141474,"MEF2C","Reactome_2022","Negative"
